"","exposure","category","effect","reference","HR","p","min_p.value2"
"44","Activites_physical_state_4w_less_wanted","Self-reported health","1",FALSE,1.86625680673922,0.0000000000158170379221179,"HR P<9e-05"
"45","Activites_emotional_state_4w_less_time_normal","Self-reported health","1",FALSE,2.04285389335393,0.00000000164875751305294,"HR P<9e-05"
"46","Ache_pain_disturbed_work_4w","Self-reported health","2",FALSE,1.34744713592484,0.00986271330846682,"HR P>9e-05"
"47","Ache_pain_disturbed_work_4w","Self-reported health","3",FALSE,1.50296730652776,0.000603820416491507,"HR P>9e-05"
"48","Ache_pain_disturbed_work_4w","Self-reported health","5_4",FALSE,2.16847439710822,0.00000000346057817257273,"HR P<9e-05"
"49","My_health_will_worsen","Self-reported health","1_2",FALSE,1.14484145460096,0.272818373576677,"HR P>9e-05"
"50","My_health_will_worsen","Self-reported health","5",FALSE,0.62361402296704,0.0000298086884816807,"HR P<9e-05"
"51","My_health_will_worsen","Self-reported health","4",FALSE,0.688120498832929,0.0029437625178744,"HR P>9e-05"
"52","Feeling_happy_4w","Self-reported health","3",FALSE,1.25295836424611,0.0601853169431319,"HR P>9e-05"
"53","Feeling_happy_4w","Self-reported health","6_5",FALSE,1.71452517647324,0.0000432407978957588,"HR P<9e-05"
"54","Feeling_happy_4w","Self-reported health","4",FALSE,1.8535896437332,0.0000000961682128624634,"HR P<9e-05"
"55","Activites_emotional_state_4w_done_less_wanted","Self-reported health","1",FALSE,1.82406922166555,0.00000000477057036417534,"HR P<9e-05"
"56","Feeling_depresed_4w","Self-reported health","5",FALSE,1.44993047071033,0.00282426274873574,"HR P>9e-05"
"57","Feeling_depresed_4w","Self-reported health","4",FALSE,1.99849392058272,0.0000597467437362021,"HR P<9e-05"
"58","Feeling_depresed_4w","Self-reported health","1_2_3",FALSE,1.83840350768921,0.00158395477575707,"HR P>9e-05"
"59","Ability_flight_stairs","Self-reported health","2",FALSE,2.10711430147669,0.00000000303845787195277,"HR P<9e-05"
"60","Ability_flight_stairs","Self-reported health","1",FALSE,3.64879163758884,0.00000000171248290642375,"HR P<9e-05"
"61","Ability_moderate_activities_2","Self-reported health","2",FALSE,1.76620024792955,0.000000122937357885868,"HR P<9e-05"
"62","Ability_moderate_activities_2","Self-reported health","1",FALSE,2.19350231360181,0.00000180472488198918,"HR P<9e-05"
"63","Self_rated_health_year","Self-reported health","5_4",FALSE,1.85244733421055,0.0000000672986842044064,"HR P<9e-05"
"64","Self_rated_health_year","Self-reported health","2",FALSE,1.53543203530661,0.000748155543161376,"HR P>9e-05"
"65","Self_rated_health_year","Self-reported health","1",FALSE,1.54280190046098,0.0284316132900905,"HR P>9e-05"
"66","Ability_walking_100_meters","Self-reported health","2",FALSE,2.32221357652773,0.000000279061762626815,"HR P<9e-05"
"67","Ability_walking_several_100_meters","Self-reported health","2",FALSE,2.23065505306062,0.0000000101314460526266,"HR P<9e-05"
"68","Ability_walking_several_100_meters","Self-reported health","1",FALSE,3.67041243855961,0.0000000000307424405528147,"HR P<9e-05"
"69","Feeling_calm_4w","Self-reported health","1",FALSE,0.870415397676621,0.248364583727649,"HR P>9e-05"
"70","Feeling_calm_4w","Self-reported health","3",FALSE,1.14999635364161,0.312005842727945,"HR P>9e-05"
"71","Feeling_calm_4w","Self-reported health","6_5_4",FALSE,1.61274658145791,0.0000109082049748639,"HR P<9e-05"
"72","Feeling_gloomy_sad_4w","Self-reported health","4",FALSE,1.88137647471283,0.00000698689475044518,"HR P<9e-05"
"73","Feeling_gloomy_sad_4w","Self-reported health","1_2_3",FALSE,1.79197916786015,0.000394795444271304,"HR P>9e-05"
"74","Feeling_gloomy_sad_4w","Self-reported health","5",FALSE,1.26014355159941,0.0257075269980663,"HR P>9e-05"
"75","Ability_bending_down_kneeling","Self-reported health","2",FALSE,1.47983038911175,0.000137164687837988,"HR P>9e-05"
"76","Ability_bending_down_kneeling","Self-reported health","1",FALSE,2.49908886514913,0.0000000000925375932551016,"HR P<9e-05"
"77","Ability_bathing_getting_dressed","Self-reported health","1_2",FALSE,2.00254319284653,0.0000000532111848120302,"HR P<9e-05"
"78","Feeling_worn_out_4w","Self-reported health","4",FALSE,1.31607023619621,0.0346605760829516,"HR P>9e-05"
"79","Feeling_worn_out_4w","Self-reported health","3_1_2",FALSE,1.48160178838059,0.00198426699247339,"HR P>9e-05"
"80","Feeling_worn_out_4w","Self-reported health","5",FALSE,1.16131908350476,0.174746887671755,"HR P>9e-05"
"81","Feeling_tired_4w","Self-reported health","4",FALSE,1.36126897707166,0.00497673063496693,"HR P>9e-05"
"82","Feeling_tired_4w","Self-reported health","1_2",FALSE,1.64027438077598,0.000324536281588889,"HR P>9e-05"
"83","Feeling_tired_4w","Self-reported health","3",FALSE,1.40015053874829,0.00605355315228013,"HR P>9e-05"
"84","Physical_emotional_health_4w_disrupted_social_life","Self-reported health","5_4",FALSE,2.24829462796875,0.00000691404175135216,"HR P<9e-05"
"85","Physical_emotional_health_4w_disrupted_social_life","Self-reported health","3",FALSE,1.60539334057373,0.000561694055349061,"HR P>9e-05"
"86","Physical_emotional_health_4w_disrupted_social_life","Self-reported health","2",FALSE,1.22960643089786,0.102798721004922,"HR P>9e-05"
"87","Activites_emotional_state_4w_done_less_usual","Self-reported health","1",FALSE,1.71700631342104,0.000020108921854686,"HR P<9e-05"
"88","Physical_emotional_health_4w_limited_social_interactions","Self-reported health","1_2",FALSE,2.20012806940701,0.0000170908463748879,"HR P<9e-05"
"89","Physical_emotional_health_4w_limited_social_interactions","Self-reported health","3",FALSE,1.75563177725338,0.0000131880777524191,"HR P<9e-05"
"90","Physical_emotional_health_4w_limited_social_interactions","Self-reported health","4",FALSE,1.32117822648865,0.0209370448459912,"HR P>9e-05"
"91","Feeling_nervous_4w","Self-reported health","4",FALSE,1.82687498872124,0.000124136518567187,"HR P>9e-05"
"92","Feeling_nervous_4w","Self-reported health","5",FALSE,1.1625428141882,0.178842995923702,"HR P>9e-05"
"93","Feeling_nervous_4w","Self-reported health","1_2_3",FALSE,1.63625934549537,0.00973344735972727,"HR P>9e-05"
"94","Voluntary_organization_sport","Psychosocial factors","1",FALSE,0.69595026723445,0.0000838492589332461,"HR P<9e-05"
"95","Waist","Antropometric","[91,100)",FALSE,0.697105143072036,0.00128441282776289,"HR P>9e-05"
"96","Waist","Antropometric","[82,91)",FALSE,0.734503115617949,0.00954344792557991,"HR P>9e-05"
"97","Waist","Antropometric","[0,82)",FALSE,0.640933793077027,0.00321316097079841,"HR P>9e-05"
"98","Voluntary_organization_study_circle","Psychosocial factors","1",FALSE,1.50088859561575,0.000380312040180135,"HR P>9e-05"
"99","Voluntary_organization_other","Psychosocial factors","1",FALSE,1.04204052230343,0.617166586513491,"HR P>9e-05"
"100","Voluntary_organization_theatre","Psychosocial factors","1",FALSE,1.29794897615624,0.603009852809127,"HR P>9e-05"
"101","LDL","Blood assays","[2.8,3.4)",FALSE,1.22383060596652,0.216449377958699,"HR P>9e-05"
"102","LDL","Blood assays","[0,2.8)",FALSE,1.59170875448808,0.0018637611833126,"HR P>9e-05"
"103","LDL","Blood assays","[3.4,4.1)",FALSE,0.968883520662288,0.843162085237515,"HR P>9e-05"
"104","Smoking_5_categories","Lifestyle and environment","1",FALSE,2.21165780686647,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000288988016144805,"HR P<9e-05"
"105","Smoking_5_categories","Lifestyle and environment","2",FALSE,1.21302157614884,0.00000000000724902626128356,"HR P<9e-05"
"106","Smoking_5_categories","Lifestyle and environment","4_5",FALSE,1.00319361365899,0.9404173266964,"HR P>9e-05"
"107","Voluntary_organization_choir","Psychosocial factors","1",FALSE,0.850512942173162,0.445956426217749,"HR P>9e-05"
"108","Medication_pain","Medications and medical history","1",FALSE,1.23203063249824,0.00142736587573616,"HR P>9e-05"
"109","Cigarettes_per_day_category","Lifestyle and environment","4_3",FALSE,2.12933873057687,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000268898037566955,"HR P<9e-05"
"110","Cigarettes_per_day_category","Lifestyle and environment","1",FALSE,1.4801511886994,0.000000000123410785122946,"HR P<9e-05"
"111","Cigarettes_per_day_category","Lifestyle and environment","2",FALSE,1.81558861247926,0.0000000000000000000000000000000000000000000000000000000000000000000951583743435814,"HR P<9e-05"
"112","Change_in_fitness","Lifestyle and environment","4",FALSE,1.09072410389931,0.118245993996438,"HR P>9e-05"
"113","Change_in_fitness","Lifestyle and environment","7_6",FALSE,0.869513925678187,0.0148062795628247,"HR P>9e-05"
"114","Change_in_fitness","Lifestyle and environment","1_2_3",FALSE,1.54731343550593,0.0000000000000018165479183143,"HR P<9e-05"
"115","Lettuce_lettuce_cabbage","Diet","0_0.003_0.08",FALSE,1.22029842373,0.000383922477671403,"HR P>9e-05"
"116","Lettuce_lettuce_cabbage","Diet","0.7_4_2.5_1",FALSE,0.815992884168883,0.0000906266219663874,"HR P>9e-05"
"117","Lettuce_lettuce_cabbage","Diet","0.14",FALSE,1.0000485059667,0.999332634574645,"HR P>9e-05"
"118","Change_in_energy","Lifestyle and environment","5",FALSE,0.749440903015934,0.0000000414437835099802,"HR P<9e-05"
"119","Change_in_energy","Lifestyle and environment","6",FALSE,0.666262172416702,0.0000000000000825754586206307,"HR P<9e-05"
"120","Change_in_energy","Lifestyle and environment","7",FALSE,0.759333008853668,0.00000540689288685136,"HR P<9e-05"
"121","Start_snuff_when_stopped_smoking","Lifestyle and environment","2",FALSE,1.42047994544901,0.00000000000000000716855197652409,"HR P<9e-05"
"122","Start_snuff_when_stopped_smoking","Lifestyle and environment","1",FALSE,1.3771619945671,0.000000000500764118690001,"HR P<9e-05"
"123","Start_snuff_when_stopped_smoking","Lifestyle and environment","3",FALSE,2.04719388075148,0.000000000000000000035366939973435,"HR P<9e-05"
"124","Apple_pear","Diet","0.14_0_0.003_0.08",FALSE,1.24274402825052,0.0000282963739987476,"HR P<9e-05"
"125","Apple_pear","Diet","4_2.5",FALSE,0.775237992648932,0.000174973282767873,"HR P>9e-05"
"126","Apple_pear","Diet","1",FALSE,0.944772708346342,0.271999182901801,"HR P>9e-05"
"127","Satisfaction_finances","Lifestyle and environment","1_2_3_4",FALSE,1.53285779911441,0.00000000000000592173402509249,"HR P<9e-05"
"128","Satisfaction_finances","Lifestyle and environment","5",FALSE,1.13488660627186,0.0324810766787039,"HR P>9e-05"
"129","Satisfaction_finances","Lifestyle and environment","6",FALSE,0.997934158442655,0.970377708803606,"HR P>9e-05"
"130","Age_start_smoking","Lifestyle and environment","4",FALSE,1.52867142940019,0.000000000000000000000000000000000000000263473016477578,"HR P<9e-05"
"131","Age_start_smoking","Lifestyle and environment","1",FALSE,1.7624055567845,0.000000000000000000000000000000000000000000000000000000000000000152234010199763,"HR P<9e-05"
"132","Age_start_smoking","Lifestyle and environment","3_2",FALSE,1.49195628258617,0.0000000000000000000000000000000000000000000051631944189322,"HR P<9e-05"
"133","Who_live_with","Sociodemographic factors","3",FALSE,0.860834816388399,0.00000344002511370853,"HR P<9e-05"
"134","Who_live_with","Sociodemographic factors","4_5",FALSE,1.59269745620447,0.000000000000000000000000000000000000000000000000000000000000000291329487235191,"HR P<9e-05"
"135","Who_live_with","Sociodemographic factors","2",FALSE,1.21928755868688,0.00320217399431184,"HR P>9e-05"
"136","Change_in_appetite","Lifestyle and environment","6",FALSE,1.16068171376888,0.00214088262148328,"HR P>9e-05"
"137","Change_in_appetite","Lifestyle and environment","5",FALSE,1.25192437211372,0.00029766720129413,"HR P>9e-05"
"138","Change_in_appetite","Lifestyle and environment","1_2_3_4",FALSE,1.77382809698832,0.0000000000000000178894306189898,"HR P<9e-05"
"139","Education","Sociodemographic factors","2",FALSE,0.859180129623886,0.00000000928228188177172,"HR P<9e-05"
"140","Education","Sociodemographic factors","4",FALSE,0.600452482007736,0.0000000000000000000000000000000000000000000000014733009111861,"HR P<9e-05"
"141","Education","Sociodemographic factors","3",FALSE,0.74610678280832,0.000000000000000210232482568703,"HR P<9e-05"
"142","Self_rated_health","Self-reported health","3",FALSE,1.32077511736118,0.00000000000000000000000533462294465657,"HR P<9e-05"
"143","Self_rated_health","Self-reported health","1",FALSE,0.870048257615859,0.0000116599902253317,"HR P<9e-05"
"144","Self_rated_health","Self-reported health","5_4",FALSE,1.62536772065307,0.00000000000000000000000000000000000128839884565716,"HR P<9e-05"
"145","Medication_none","Medications and medical history","0",FALSE,1.58904763148553,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000462969139642762,"HR P<9e-05"
"146","Marital_status","Sociodemographic factors","1",FALSE,1.76860356425066,0.000000000000000000000000000000000000000000000000000000000000000000000297821472076798,"HR P<9e-05"
"147","Marital_status","Sociodemographic factors","3",FALSE,1.40721355104171,0.00000000000000000058162566054139,"HR P<9e-05"
"148","Marital_status","Sociodemographic factors","31_32_4",FALSE,1.33407173859841,0.0000000142297867462865,"HR P<9e-05"
"149","Feel_appreciated_outside_home","Lifestyle and environment","5",FALSE,1.14127389073893,0.012741344771059,"HR P>9e-05"
"150","Feel_appreciated_outside_home","Lifestyle and environment","7",FALSE,1.06484109659759,0.273069252418042,"HR P>9e-05"
"151","Feel_appreciated_outside_home","Lifestyle and environment","1_2_3_4",FALSE,1.42735986682535,0.00000000014287003837857,"HR P<9e-05"
"152","Change_in_sleep","Lifestyle and environment","5",FALSE,1.12549524218949,0.0426422589418798,"HR P>9e-05"
"153","Change_in_sleep","Lifestyle and environment","4_1_2_3",FALSE,1.19157076342953,0.000611527511613282,"HR P>9e-05"
"154","Change_in_sleep","Lifestyle and environment","6",FALSE,0.895034036068608,0.0522423415666046,"HR P>9e-05"
"155","Sausage_liver_pate_on_bread","Diet","0.36",FALSE,1.19904935471204,0.000681350807878216,"HR P>9e-05"
"156","Sausage_liver_pate_on_bread","Diet","0.14",FALSE,1.09686681679999,0.0871175552694166,"HR P>9e-05"
"157","Sausage_liver_pate_on_bread","Diet","0.7_4_2.5_1",FALSE,1.16884630431271,0.0054592920478566,"HR P>9e-05"
"158","Triglycerides","Blood assays","[0,0.81)",FALSE,0.685324057746581,0.00000000000000000000000621214282509273,"HR P<9e-05"
"159","Triglycerides","Blood assays","[0.81,1.13)",FALSE,0.740614139332202,0.000000000000000000045110868983706,"HR P<9e-05"
"160","Triglycerides","Blood assays","[1.13,1.63)",FALSE,0.8502627487803,0.0000000226749267538718,"HR P<9e-05"
"161","Change_in_mood","Lifestyle and environment","7",FALSE,1.06022598892487,0.262764645238039,"HR P>9e-05"
"162","Change_in_mood","Lifestyle and environment","5",FALSE,1.17659780264539,0.00338453834846177,"HR P>9e-05"
"163","Change_in_mood","Lifestyle and environment","1_2_3_4",FALSE,1.38755199771616,0.0000000633426534345744,"HR P<9e-05"
"164","White_bread","Diet","4_2.5_1",FALSE,1.10833089574063,0.0469101096511848,"HR P>9e-05"
"165","White_bread","Diet","0.14",FALSE,1.12690886545753,0.0473739728888968,"HR P>9e-05"
"166","White_bread","Diet","0.003_0_0.08",FALSE,1.20712038182312,0.00050446577290928,"HR P>9e-05"
"167","Sugar_honey_marmelade_jam","Diet","0.7_0.36",FALSE,0.958719923314396,0.467945196859678,"HR P>9e-05"
"168","Sugar_honey_marmelade_jam","Diet","0.14_0.08",FALSE,0.999101681249141,0.986067118929922,"HR P>9e-05"
"169","Sugar_honey_marmelade_jam","Diet","0_0.003",FALSE,1.24575237193418,0.0000981750830668955,"HR P>9e-05"
"170","SBP","Antropometric","[115,124)",FALSE,0.728660593878725,0.00000000000000000000000821457138137314,"HR P<9e-05"
"171","SBP","Antropometric","[124,136)",FALSE,0.771586899720588,0.000000000000000000000316704868292736,"HR P<9e-05"
"172","SBP","Antropometric","[14.5,115)",FALSE,0.705837061385302,0.00000000000000000000318831645701339,"HR P<9e-05"
"173","How_often_voluntary_organization","Psychosocial factors","4_5",FALSE,1.34605621233345,0.0000000000000405491460945651,"HR P<9e-05"
"174","How_often_voluntary_organization","Psychosocial factors","3",FALSE,0.92945453663797,0.0284217024961275,"HR P>9e-05"
"175","How_often_voluntary_organization","Psychosocial factors","1",FALSE,1.10546960965942,0.00382887983615092,"HR P>9e-05"
"176","Change_in_confidence","Lifestyle and environment","5",FALSE,1.03521552621765,0.531333234913929,"HR P>9e-05"
"177","Change_in_confidence","Lifestyle and environment","7",FALSE,1.05864600186213,0.297254081105764,"HR P>9e-05"
"178","Change_in_confidence","Lifestyle and environment","1_2_3_4",FALSE,1.3089135035774,0.00000172964126513508,"HR P<9e-05"
"179","DBP","Antropometric","[9.5,70)",FALSE,0.728375900397454,0.00000000000045862099363022,"HR P<9e-05"
"180","DBP","Antropometric","[80,85)",FALSE,0.804598899527291,0.00000000000000439668807376326,"HR P<9e-05"
"181","DBP","Antropometric","[70,80)",FALSE,0.760584967037217,0.0000000000000000000000141941476608877,"HR P<9e-05"
"182","Change_in_memory","Lifestyle and environment","1_2_3_4",FALSE,1.26777840107287,0.0000160687839676501,"HR P<9e-05"
"183","Change_in_memory","Lifestyle and environment","5",FALSE,1.02338846398643,0.670770957921578,"HR P>9e-05"
"184","Change_in_memory","Lifestyle and environment","7",FALSE,1.28668361629105,0.0000194694531472926,"HR P<9e-05"
"185","Change_in_patience","Lifestyle and environment","7",FALSE,1.16929357000869,0.0053982733394892,"HR P>9e-05"
"186","Change_in_patience","Lifestyle and environment","5",FALSE,1.08981186180472,0.116372993024799,"HR P>9e-05"
"187","Change_in_patience","Lifestyle and environment","1_2_3_4",FALSE,1.30407718022365,0.00000198705929895616,"HR P<9e-05"
"188","Egg_omelet","Diet","0.7_4_2.5_1",FALSE,1.27168621924264,0.0562642370010272,"HR P>9e-05"
"189","Egg_omelet","Diet","0_0.003_0.08",FALSE,0.962652261586455,0.572318062487255,"HR P>9e-05"
"190","Egg_omelet","Diet","0.36",FALSE,0.879868452246942,0.139074211443991,"HR P>9e-05"
"191","Whole_wheat_rye_barley_porridge","Diet","0.003",FALSE,1.00305613692031,0.9562931904137,"HR P>9e-05"
"192","Whole_wheat_rye_barley_porridge","Diet","0.08",FALSE,0.993814265851391,0.907407632153552,"HR P>9e-05"
"193","Whole_wheat_rye_barley_porridge","Diet","0",FALSE,1.14790248580238,0.0136419536527134,"HR P>9e-05"
"194","Leasure_time_biking","Lifestyle and environment","2",FALSE,0.967134715904716,0.395736775956663,"HR P>9e-05"
"195","Leasure_time_biking","Lifestyle and environment","1",FALSE,0.979793590443693,0.581624265642247,"HR P>9e-05"
"196","Leasure_time_biking","Lifestyle and environment","0",FALSE,1.23258473878749,0.00000000108803281384403,"HR P<9e-05"
"197","Fried_potato","Diet","0_0.003",FALSE,0.998609139355126,0.977520422757319,"HR P>9e-05"
"198","Fried_potato","Diet","4_2.5_1_0.7_0.36",FALSE,1.28867667806821,0.000730703249716707,"HR P>9e-05"
"199","Fried_potato","Diet","0.14",FALSE,1.02999299890077,0.583785659963337,"HR P>9e-05"
"200","Cookies_pastry","Diet","0.7_4_2.5_1_0.36",FALSE,0.785600544378752,0.0000000000000847375017908235,"HR P<9e-05"
"201","Cookies_pastry","Diet","0_0.003",FALSE,1.29190089122676,0.00000000000000306024879835061,"HR P<9e-05"
"202","Cookies_pastry","Diet","0.14",FALSE,0.880883409507392,0.0001497810288797,"HR P>9e-05"
"203","Change_in_vision","Lifestyle and environment","4",FALSE,1.00988913656655,0.859346921248667,"HR P>9e-05"
"204","Change_in_vision","Lifestyle and environment","5",FALSE,0.973108593017476,0.596384986143018,"HR P>9e-05"
"205","Change_in_vision","Lifestyle and environment","1_2_3",FALSE,1.30301928672963,0.0000199472116150789,"HR P<9e-05"
"206","Satisfaction_housing","Lifestyle and environment","6",FALSE,1.08707538614556,0.0916039436954773,"HR P>9e-05"
"207","Satisfaction_housing","Lifestyle and environment","5",FALSE,1.24263287981852,0.000936914027876175,"HR P>9e-05"
"208","Satisfaction_housing","Lifestyle and environment","1_2_3_4",FALSE,1.53001871162915,0.0000000390757851831571,"HR P<9e-05"
"209","Feel_appreciated_inside_home","Lifestyle and environment","6",FALSE,1.00162103333289,0.973477542818044,"HR P>9e-05"
"210","Feel_appreciated_inside_home","Lifestyle and environment","5",FALSE,1.21666926653841,0.00111338232684777,"HR P>9e-05"
"211","Feel_appreciated_inside_home","Lifestyle and environment","2_1_3_4",FALSE,1.43583747543554,0.0000000392860233457703,"HR P<9e-05"
"212","Satisfaction_leasure_time","Lifestyle and environment","6",FALSE,0.934338261606382,0.193585994302616,"HR P>9e-05"
"213","Satisfaction_leasure_time","Lifestyle and environment","1_2_3_4",FALSE,1.2250499898743,0.000383693941914179,"HR P>9e-05"
"214","Satisfaction_leasure_time","Lifestyle and environment","5",FALSE,1.07299440066595,0.227664179706464,"HR P>9e-05"
"215","Satisfaction_familiy","Lifestyle and environment","1_2_3_4",FALSE,1.51120685496307,0.0000000000897852453321278,"HR P<9e-05"
"216","Satisfaction_familiy","Lifestyle and environment","5",FALSE,1.1791884522764,0.011994487054554,"HR P>9e-05"
"217","Satisfaction_familiy","Lifestyle and environment","6",FALSE,1.02836178358244,0.585736050654557,"HR P>9e-05"
"218","Sick_leave_6_months","Medications and medical history","1",FALSE,1.60312289395867,0.0000000000000000000000000000000000000000000000000000000000000000818998503621878,"HR P<9e-05"
"219","Age_stop_smoking","Lifestyle and environment","4",FALSE,1.42387573606734,0.000000000000000000000029240326731545,"HR P<9e-05"
"220","Age_stop_smoking","Lifestyle and environment","1_2",FALSE,0.876046428944966,0.00118012438926308,"HR P>9e-05"
"221","Age_stop_smoking","Lifestyle and environment","3",FALSE,1.07961655576694,0.0952679762496775,"HR P>9e-05"
"222","Pancake_waffle","Diet","0.14",FALSE,0.945493865422116,0.228686671392169,"HR P>9e-05"
"223","Pancake_waffle","Diet","4_2.5_1_0.7_0.36",FALSE,1.03650221573654,0.776166292746835,"HR P>9e-05"
"224","Pancake_waffle","Diet","0_0.003",FALSE,0.96055115786081,0.514524915720091,"HR P>9e-05"
"225","Permanent_employment","Sociodemographic factors","0",FALSE,1.40793789022257,0.000000000000000000000000000000000000000000000000000173536434906311,"HR P<9e-05"
"226","Medication_hypertension","Medications and medical history","1",FALSE,1.49939037301288,0.0000000000000000000000000000000000000000000000000910803384112305,"HR P<9e-05"
"227","Wine","Diet","0.08",FALSE,0.822626468752554,0.000000000507194265399987,"HR P<9e-05"
"228","Wine","Diet","2.5_4_1_0.7_0.36_0.14",FALSE,0.688624943097283,0.000000000000000000459932314125255,"HR P<9e-05"
"229","Wine","Diet","0",FALSE,1.05591062039061,0.0663388981014092,"HR P>9e-05"
